"","Col1","Col2","Col3"
"1",1,0.835730165037148,75
"2",2,0.350839088718607,79
"3",3,1.86724844473875,76
"4",4,1.21765959754905,71
"5",5,0.300576286508027,74
"6",6,0.522345423332798,77
"7",7,1.96480348076798,80
"8",8,1.61572493646909,73
"9",9,0.193715682413401,80
"10",10,0.17558328974899,80
"11",11,0.407117797750766,76
"12",12,1.31054686517009,70
"13",13,0.35130053970655,71
"14",14,0.139762212096881,82
"15",15,1.06724737842866,72
"16",16,0.208846233788783,70
"17",17,1.73864836646519,81
"18",18,0.560434803418047,74
"19",19,0.324600581237734,72
"20",20,0.353350037083351,78
"21",21,0.934239593001713,80
"22",22,0.251096181209859,78
"23",23,0.404884463422339,77
"24",24,0.323558456249094,78
"25",25,2.25509863241993,77
"26",26,1.3628804610196,78
"27",27,0.424485478973087,74
"28",28,0.995757146020423,73
"29",29,1.63758670599772,80
"30",30,1.56159996590128,80
"31",31,0.423814491298352,77
"32",32,0.33657746840746,77
"33",33,1.15070250392042,76
"34",34,0.145266757294954,72
"35",35,2.89890490428022,68
"36",36,0.61056764419527,75
"37",37,0.495580594071047,77
"38",38,1.90068573854688,73
"39",39,1.99447161751281,74
"40",40,0.165887868550492,75
"41",41,0.353225973498288,81
"42",42,2.98180404478495,70
"43",43,0.633479125773322,74
"44",44,0.442246572459938,74
"45",45,0.843003203874515,72
"46",46,0.256090996046447,78
"47",47,0.614785908621757,70
"48",48,0.374857392364212,82
"49",49,0.497477090478252,74
"50",50,0.83546156649537,69
"51",51,0.0276072452679404,80
"52",52,0.503547098468587,75
"53",53,0.647986173208352,80
"54",54,0.600690659756434,73
"55",55,0.413836005650966,77
"56",56,0.131009663989014,75
"57",57,0.295925810756966,76
"58",58,0.437095949968043,77
"59",59,1.20092707323665,69
"60",60,1.55656480131687,76
"61",61,0.927823088429297,69
"62",62,0.27317513526727,77
"63",63,0.107776416023007,82
"64",64,0.870955600582143,83
"65",65,1.04643894461759,67
"66",66,1.05490268229309,77
"67",67,2.75130514166847,78
"68",68,1.09698195838415,76
"69",69,1.90333862179934,74
"70",70,0.437727543165252,81
"71",71,0.675043654110703,81
"72",72,0.920281049161115,68
"73",73,1.09997303001984,73
"74",74,1.79322382566808,77
"75",75,0.368040978162079,76
"76",76,0.245994348265944,78
"77",77,1.42023808957826,77
"78",78,0.113312359865383,82
"79",79,1.57127465697463,75
"80",80,1.73649474916973,67
"81",81,0.239573004829592,69
"82",82,1.34607949970733,76
"83",83,0.155513854117585,67
"84",84,0.443318640258909,76
"85",85,1.06829952008193,74
"86",86,0.822992486658711,78
"87",87,0.260624426534484,74
"88",88,1.27752391024154,72
"89",89,0.618389203193896,73
"90",90,0.912498935767716,74
"91",91,0.77385198591031,79
"92",92,0.906434850269998,69
"93",93,0.264132483509986,79
"94",94,0.735521526507894,74
"95",95,0.597312467436234,64
"96",96,1.05837855668298,71
"97",97,0.544852711091534,77
"98",98,1.33924498738895,75
"99",99,1.73686843038605,78
"100",100,0.417399620252135,69
