"","Col1","Col2","Col3"
"1",1,2.09474203206417,69
"2",2,0.686264219171805,79
"3",3,0.194583966854852,70
"4",4,0.864192070435603,79
"5",5,0.9707867943778,82
"6",6,0.637623392098436,78
"7",7,0.81162939176824,74
"8",8,0.361397925834586,76
"9",9,0.858746346530385,76
"10",10,0.574158369409626,82
"11",11,0.883405321420174,79
"12",12,0.494273828261376,79
"13",13,0.1461757722918,80
"14",14,1.28944105119876,64
"15",15,0.0617467770476861,66
"16",16,1.15438825783377,72
"17",17,0.157522529257887,81
"18",18,0.953768030217316,71
"19",19,0.0348925246886433,77
"20",20,0.726744244809566,74
"21",21,1.80533496286456,70
"22",22,0.0248134556912737,80
"23",23,0.331236823238559,77
"24",24,1.26632591804052,76
"25",25,1.19487874863925,78
"26",26,1.22458833722829,76
"27",27,0.953499188936289,68
"28",28,0.541408217849007,74
"29",29,1.05173210423263,64
"30",30,0.188923535099119,70
"31",31,0.384826777825992,76
"32",32,0.248445638742262,69
"33",33,0.735422773316854,68
"34",34,0.794886955837292,71
"35",35,1.05966828904175,81
"36",36,0.191690437226984,80
"37",37,0.221542492983349,69
"38",38,0.181063475227851,76
"39",39,2.18868193412577,73
"40",40,0.315151059570217,78
"41",41,0.63786282589156,71
"42",42,1.30077142471639,87
"43",43,1.09258400163623,69
"44",44,0.288256344007804,70
"45",45,1.32713606800313,75
"46",46,0.108401017604285,70
"47",47,1.54396020507962,83
"48",48,2.15326305296578,77
"49",49,0.412071527431467,80
"50",50,1.06142317056954,74
"51",51,1.37881605145109,71
"52",52,1.51858578479412,80
"53",53,0.576801190450823,76
"54",54,0.361359881061723,70
"55",55,1.59020982049526,76
"56",56,1.23588552110596,68
"57",57,0.0183922823344717,73
"58",58,0.570407021958207,80
"59",59,1.54052009219758,76
"60",60,0.140921947362633,80
"61",61,0.341154108473391,71
"62",62,1.45502315473881,74
"63",63,0.0193175161360115,73
"64",64,0.276226525711035,83
"65",65,1.72498954671672,68
"66",66,0.15419633588445,73
"67",67,0.149329797965233,75
"68",68,0.0414598409586022,75
"69",69,0.192460104548587,69
"70",70,1.78546038591639,72
"71",71,0.174487672031014,73
"72",72,0.105352704041582,80
"73",73,2.31664067572977,75
"74",74,0.251911723989995,69
"75",75,1.20918367248402,83
"76",76,1.18943223503354,73
"77",77,0.0489797322429357,76
"78",78,1.08772218658117,74
"79",79,0.512222453699493,76
"80",80,0.0364055472788642,83
"81",81,0.155452290744511,73
"82",82,1.92166561335585,69
"83",83,1.06484169933281,82
"84",84,0.137799723808136,69
"85",85,0.58646134115988,68
"86",86,0.185494739252428,74
"87",87,0.818286741761684,71
"88",88,0.489289436244072,74
"89",89,1.37748953063162,81
"90",90,1.14251733495732,66
"91",91,0.295894217242755,72
"92",92,0.853725331483656,75
"93",93,2.2409529960984,74
"94",94,1.54370624935473,74
"95",95,0.462379192543649,69
"96",96,0.0413252019984533,77
"97",97,0.556007827990387,75
"98",98,0.487721777558527,77
"99",99,1.87801679740898,69
"100",100,1.80187655597318,81
