"","Col1","Col2","Col3"
"1",1,1.5868232250609,61
"2",2,0.144448760513404,43
"3",3,0.536952369308172,55
"4",4,1.50288827851387,52
"5",5,0.115085227730994,45
"6",6,0.858256463574701,55
"7",7,0.0933603928189701,49
"8",8,0.1773642811207,51
"9",9,0.139111706143334,58
"10",10,1.39136947719603,47
"11",11,0.321860009432846,48
"12",12,1.72789175101619,50
"13",13,0.401566386946347,55
"14",14,2.34446884780691,49
"15",15,0.396412291645159,47
"16",16,0.558741241410687,52
"17",17,0.787284604600877,55
"18",18,0.00859129117753197,57
"19",19,0.725707211750045,48
"20",20,0.189165645902337,47
"21",21,0.101654277533178,46
"22",22,2.71855805455065,38
"23",23,0.163392223789401,57
"24",24,0.962034846833432,51
"25",25,1.19928818786551,55
"26",26,0.427765555736383,48
"27",27,1.08656370078485,53
"28",28,1.33261522104527,43
"29",29,1.00310945990653,51
"30",30,0.450126436458349,53
"31",31,0.456803535237679,49
"32",32,0.131634418290096,45
"33",33,1.58963928000987,51
"34",34,0.279378062079925,58
"35",35,0.844323489260845,43
"36",36,1.01568865873016,50
"37",37,0.772111836012169,48
"38",38,0.00448473554564282,54
"39",39,1.67360589752217,44
"40",40,0.397441268495889,49
"41",41,0.038168109321185,58
"42",42,0.540598054228626,52
"43",43,0.448625697025258,52
"44",44,1.6690570969295,56
"45",45,0.132717778928571,44
"46",46,0.649024445268904,47
"47",47,1.55179022624094,44
"48",48,1.24965953915307,53
"49",49,0.0583199819426508,55
"50",50,0.102015262129586,50
"51",51,0.924722268345758,56
"52",52,1.58315703780401,47
"53",53,0.381650722045816,47
"54",54,0.283272209220873,49
"55",55,0.202362586123499,51
"56",56,0.649213767931774,51
"57",57,0.316671356828421,50
"58",58,0.896870556416261,51
"59",59,0.282727692485383,56
"60",60,0.219081238006924,54
"61",61,1.59776936211408,46
"62",62,0.455679200162676,50
"63",63,1.31275607656905,48
"64",64,0.721600290692583,51
"65",65,0.257206593542733,50
"66",66,0.848415055921562,46
"67",67,0.586568981364062,51
"68",68,0.0301313466124852,52
"69",69,1.13943235922361,52
"70",70,0.0885878063023757,47
"71",71,1.25340533594761,55
"72",72,0.579733599985668,52
"73",73,0.719063520099403,58
"74",74,1.16150694029901,45
"75",75,0.808286688935463,52
"76",76,1.37578064252185,40
"77",77,0.829225284174738,55
"78",78,0.569328850542238,57
"79",79,0.0404788114706258,45
"80",80,1.50171141212569,46
"81",81,0.992483025925795,42
"82",82,0.587255825499892,58
"83",83,1.62174797808583,54
"84",84,0.554987056100033,57
"85",85,0.403445232275977,53
"86",86,0.359406719858929,58
"87",87,1.6136689234361,55
"88",88,0.253105422128084,55
"89",89,0.799926419366332,43
"90",90,1.18248121205666,36
"91",91,0.845831653775789,50
"92",92,0.264695890239361,56
"93",93,1.62484323567855,58
"94",94,0.241424535707446,47
"95",95,1.17438681339858,41
"96",96,0.529675298352266,56
"97",97,0.0788989035558181,46
"98",98,0.0300942139265605,51
"99",99,0.230237527528164,49
"100",100,0.036716393170396,52
