"","Col1","Col2","Col3"
"1",1,0.111892019173541,26
"2",2,0.14209878434371,26
"3",3,0.40274347788152,24
"4",4,0.284709565995827,20
"5",5,0.581922902191956,16
"6",6,0.660393620027669,25
"7",7,1.25615835399188,22
"8",8,0.950100925011408,22
"9",9,0.0810930001148571,24
"10",10,0.180872475643216,24
"11",11,1.03240555120446,28
"12",12,0.818620213937623,23
"13",13,0.654321345927541,28
"14",14,1.43356243219797,24
"15",15,2.14110742113779,26
"16",16,0.289501544815501,22
"17",17,0.242496260373512,22
"18",18,1.04952135756991,29
"19",19,1.30522782614577,30
"20",20,0.992388311382819,25
"21",21,1.59217132742539,27
"22",22,1.39577180695815,27
"23",23,0.115471049947442,31
"24",24,0.326179754980769,28
"25",25,0.389144292294335,22
"26",26,0.129464332630524,44
"27",27,1.44108709989369,24
"28",28,0.0805209193185941,24
"29",29,0.125175733842934,28
"30",30,0.511100734500226,26
"31",31,0.990114719230809,18
"32",32,2.01310831149137,26
"33",33,0.235702714787827,32
"34",34,0.717770224696293,24
"35",35,0.730488165999347,31
"36",36,0.998267449116661,28
"37",37,0.711015928173136,31
"38",38,0.543530672572986,22
"39",39,0.733958057452008,28
"40",40,1.02662252542959,27
"41",41,1.61280527533759,27
"42",42,1.5281356546261,22
"43",43,0.542898059978431,30
"44",44,0.442786531602115,28
"45",45,1.89707383090331,23
"46",46,0.0351048907537511,23
"47",47,0.1527843933251,26
"48",48,0.461647173178508,19
"49",49,0.668702347892789,26
"50",50,0.176616209765754,26
"51",51,0.287345521499238,24
"52",52,0.195085302227946,34
"53",53,0.625831531003651,24
"54",54,0.21209120436073,23
"55",55,0.532001717290916,19
"56",56,1.30974709068896,19
"57",57,0.439218689448118,23
"58",58,0.656812413445117,18
"59",59,0.617175747264863,24
"60",60,0.228008970909866,26
"61",61,1.79381892994392,29
"62",62,0.240500853408015,22
"63",63,0.0147985083137609,19
"64",64,0.228455735893542,19
"65",65,0.891974583175933,28
"66",66,0.452008736322857,23
"67",67,0.667073378867044,33
"68",68,1.44320800973262,23
"69",69,2.07368591524392,26
"70",70,0.196470415787832,22
"71",71,0.651327154154344,30
"72",72,1.2547191949114,23
"73",73,0.608781100926146,24
"74",74,0.0938548703865637,31
"75",75,0.979176610179706,28
"76",76,1.15585227253571,29
"77",77,0.0505029828431165,26
"78",78,0.095513700606921,24
"79",79,0.656347460203459,29
"80",80,0.931872251373787,28
"81",81,1.26725808206648,21
"82",82,0.98435306746756,21
"83",83,0.840051018014565,28
"84",84,0.0421471189743069,15
"85",85,3.23854992618214,15
"86",86,1.29892055922804,27
"87",87,0.409450264641428,31
"88",88,0.516642378523771,26
"89",89,0.0146359790141783,24
"90",90,0.0265587974185168,26
"91",91,0.25708669763452,26
"92",92,0.202372941986169,26
"93",93,0.0087538256888596,20
"94",94,1.2312089394109,26
"95",95,0.36661628671063,22
"96",96,2.23681947536539,22
"97",97,0.693188350414675,22
"98",98,0.0653019676983383,24
"99",99,0.0322943563560767,23
"100",100,0.967329124610904,25
