"","Col1","Col2","Col3"
"1",1,0.135024133647963,18
"2",2,0.409374114747781,25
"3",3,0.598881920024252,15
"4",4,1.42682950266549,27
"5",5,0.158310563466838,28
"6",6,0.833742870769503,29
"7",7,0.768574224409407,18
"8",8,0.477822814389572,27
"9",9,0.552553666075843,33
"10",10,0.605566897166277,27
"11",11,0.555423466453266,24
"12",12,1.05847345569508,22
"13",13,1.50149131077217,24
"14",14,0.408562654973443,27
"15",15,1.14263186244142,26
"16",16,0.341791362433862,22
"17",17,0.622607417887472,20
"18",18,0.959510109237655,22
"19",19,0.728239750395235,37
"20",20,1.71071850035699,25
"21",21,0.281533351467851,27
"22",22,0.919916040106171,30
"23",23,0.342941740032669,24
"24",24,1.73396383365058,30
"25",25,0.3531107669719,27
"26",26,1.79903842669807,28
"27",27,0.082083646680212,24
"28",28,0.228142055999648,25
"29",29,0.174552424116776,21
"30",30,0.626086846818847,25
"31",31,0.0756525581488206,28
"32",32,0.386320223078169,23
"33",33,0.379955539502178,19
"34",34,0.41301256557834,20
"35",35,0.433467724943692,20
"36",36,0.432319367146603,23
"37",37,1.47368127727157,25
"38",38,0.157543218350503,32
"39",39,0.278899088233769,32
"40",40,0.41049880019319,25
"41",41,0.0594368532589048,21
"42",42,0.0499896003549493,16
"43",43,0.184723618825355,23
"44",44,1.60646854249354,25
"45",45,1.62186526488251,26
"46",46,2.74801532593859,25
"47",47,1.0501333301542,20
"48",48,0.157313886782332,21
"49",49,0.163939231845391,26
"50",50,0.436860439981852,23
"51",51,0.860586241381297,32
"52",52,0.537950998557707,25
"53",53,0.847863154509294,23
"54",54,1.29005443872957,28
"55",55,0.817201124502518,32
"56",56,0.274642325787787,24
"57",57,0.0571521083696089,30
"58",58,0.95551208557248,27
"59",59,0.534610060109818,27
"60",60,1.87924187825084,24
"61",61,1.13721933152545,24
"62",62,0.00741509860720018,16
"63",63,0.585807472152851,24
"64",64,0.885894402307583,31
"65",65,1.43724727920018,19
"66",66,0.570649777323957,23
"67",67,0.773744334051163,27
"68",68,0.366176906415523,25
"69",69,0.546454886865477,27
"70",70,0.0914652316664763,27
"71",71,0.980746245846653,24
"72",72,1.0342521979759,23
"73",73,0.441269066096489,30
"74",74,1.11257918729745,18
"75",75,1.34314084138015,23
"76",76,0.552146563668945,25
"77",77,0.651778409783506,30
"78",78,0.735487994417858,30
"79",79,0.798226427217702,26
"80",80,0.0719156280852363,32
"81",81,0.52139915698647,24
"82",82,0.697027949681736,21
"83",83,0.779473365999578,26
"84",84,0.305832589912947,21
"85",85,0.635075407303408,21
"86",86,1.71711774694603,25
"87",87,0.661785282273935,28
"88",88,1.16353850811841,23
"89",89,0.610458010760919,35
"90",90,0.639098142737067,24
"91",91,1.19795989473514,18
"92",92,0.0439886281159209,29
"93",93,0.113045597872955,29
"94",94,1.82762180119071,19
"95",95,0.280304579660628,28
"96",96,0.136613405150751,27
"97",97,0.0263438245347402,21
"98",98,0.248636529035231,31
"99",99,0.175095674229714,27
"100",100,0.149780215842844,24
