"","Col1","Col2","Col3"
"1",1,0.168131168324856,23
"2",2,1.16311003466411,37
"3",3,1.42344262651986,20
"4",4,0.19114613936606,22
"5",5,0.00662469822989919,24
"6",6,0.76100430401422,23
"7",7,0.467801940067904,29
"8",8,0.600018916247226,20
"9",9,1.38523034858676,29
"10",10,0.982139013750654,26
"11",11,0.844125094445874,30
"12",12,0.112690589361972,22
"13",13,0.313621659698654,21
"14",14,1.85661416151182,19
"15",15,0.966408730658613,22
"16",16,0.869111683287507,21
"17",17,0.955618919799229,26
"18",18,1.2401641527696,27
"19",19,1.32559246005588,27
"20",20,0.634582828517246,31
"21",21,0.487168876734401,25
"22",22,0.225902750983178,24
"23",23,0.308654934296803,25
"24",24,0.971264506364524,30
"25",25,0.0799447011849392,26
"26",26,1.25104388290991,23
"27",27,0.0621209265168105,26
"28",28,0.32591057906618,29
"29",29,0.265170492411321,16
"30",30,0.381060044068678,22
"31",31,1.40165412823356,36
"32",32,3.13664712792919,26
"33",33,1.69573304036741,18
"34",34,0.705174364622922,31
"35",35,0.918751701216223,30
"36",36,0.0792814559451468,21
"37",37,0.0221942665095588,21
"38",38,0.901941903635028,30
"39",39,0.570809051330876,23
"40",40,1.93493034601011,21
"41",41,0.813341318908624,22
"42",42,1.43339133720886,23
"43",43,0.857996397200862,25
"44",44,1.43114506254659,26
"45",45,1.22940690826302,25
"46",46,0.0831233753443233,28
"47",47,0.847037309489669,33
"48",48,1.09604118257824,15
"49",49,0.167881057529584,24
"50",50,1.2119137404163,34
"51",51,0.0288017597539803,27
"52",52,0.428612547395414,18
"53",53,0.853121106216712,16
"54",54,0.394214483580466,25
"55",55,1.96676569414252,23
"56",56,1.2459211849379,31
"57",57,1.14321806850082,33
"58",58,0.955037259586434,21
"59",59,0.16942222831741,23
"60",60,1.81440867829081,25
"61",61,0.638962835107292,24
"62",62,0.536030924579669,30
"63",63,1.0874608585625,24
"64",64,1.76056294771797,23
"65",65,0.329603792135505,27
"66",66,1.45456409991945,28
"67",67,1.79224714222646,24
"68",68,0.251107533434081,23
"69",69,0.375181901089515,22
"70",70,2.06743523423199,28
"71",71,1.6649682101408,24
"72",72,0.392484345618102,20
"73",73,0.800250208038437,26
"74",74,0.371048678371869,22
"75",75,0.489884168165558,26
"76",76,0.513773527328105,27
"77",77,0.131850283701158,26
"78",78,1.05351032931745,26
"79",79,1.87725096136181,23
"80",80,0.367624921138641,21
"81",81,0.705377375521253,25
"82",82,0.307497895336058,24
"83",83,1.8473222562615,22
"84",84,0.112020757161533,26
"85",85,0.43862877190445,25
"86",86,1.03368865080191,24
"87",87,0.0526358501517968,32
"88",88,1.21934680021376,31
"89",89,0.176251906491954,23
"90",90,0.0575671113569375,22
"91",91,0.0595889571930442,17
"92",92,1.1626875105504,16
"93",93,1.26915870888583,22
"94",94,2.50171769794906,29
"95",95,1.49865829720357,23
"96",96,0.20201610622533,18
"97",97,0.546799427056708,20
"98",98,0.45310390119734,22
"99",99,1.92373200102016,28
"100",100,0.199981978659436,18
