"","Col1","Col2","Col3"
"1",1,0.00293718020882694,46
"2",2,1.29207128652692,54
"3",3,0.843001460572382,51
"4",4,1.20999356653844,42
"5",5,0.382977458942393,55
"6",6,2.07917019084591,56
"7",7,1.63432315680424,52
"8",8,0.889878825128917,56
"9",9,0.178237360147124,54
"10",10,0.480036287670429,50
"11",11,0.968573296817007,49
"12",12,1.07042191017794,47
"13",13,0.0116252434166797,51
"14",14,2.29532776997264,50
"15",15,1.00427847810633,54
"16",16,0.208700959931618,50
"17",17,0.688856465508076,42
"18",18,1.00061293721707,50
"19",19,1.94819214603757,49
"20",20,0.65645568454095,52
"21",21,0.428995332321405,54
"22",22,0.268751297227586,45
"23",23,0.852246573506187,45
"24",24,0.00349176179043194,44
"25",25,0.235627956610568,39
"26",26,1.17919854982616,51
"27",27,1.43080529955797,48
"28",28,0.702986638222935,53
"29",29,0.842996826231181,48
"30",30,2.63795817851388,57
"31",31,0.210281787820062,46
"32",32,0.858518874818056,46
"33",33,0.710949697894146,46
"34",34,1.34170493469267,50
"35",35,0.225753735880067,57
"36",36,0.938704521303173,47
"37",37,0.152974737116366,48
"38",38,1.33840869749841,57
"39",39,0.387869953492375,46
"40",40,0.0189226706363801,51
"41",41,0.148729061313346,40
"42",42,0.368963018958652,49
"43",43,0.763533122743481,55
"44",44,0.78326588357527,47
"45",45,0.950409309657853,55
"46",46,1.17493611063741,59
"47",47,0.773440281128318,42
"48",48,1.37103002104577,46
"49",49,0.0396662773565134,47
"50",50,0.0909656867223621,43
"51",51,1.13508503508478,40
"52",52,2.30183908673845,47
"53",53,0.000413373392260639,56
"54",54,0.632551125036569,48
"55",55,0.658820212468788,46
"56",56,0.76323586251445,44
"57",57,1.31284807533792,58
"58",58,0.385788621296057,46
"59",59,0.671030127583685,50
"60",60,0.503814664530327,50
"61",61,0.308468560776615,52
"62",62,0.422567714842258,50
"63",63,0.523022600017975,52
"64",64,2.32815087137134,50
"65",65,1.30903668212448,63
"66",66,1.92930113552527,50
"67",67,0.867780404179725,47
"68",68,1.3902243138444,54
"69",69,0.421494924981871,56
"70",70,0.712785652022902,44
"71",71,0.918385477843022,56
"72",72,0.555473672364715,48
"73",73,0.709609566289895,58
"74",74,2.16388006964365,54
"75",75,2.78230868827606,56
"76",76,1.2710582653958,37
"77",77,1.28730502535212,55
"78",78,0.420880222524869,54
"79",79,1.56312650604625,50
"80",80,1.08153206058739,59
"81",81,2.01988098750259,61
"82",82,0.202194317311846,58
"83",83,0.316490272949227,38
"84",84,0.208396569959999,46
"85",85,1.05619760242693,48
"86",86,1.10983868139214,56
"87",87,0.172775584623237,51
"88",88,0.0332658164205469,48
"89",89,1.40653633433183,45
"90",90,1.1338987911757,54
"91",91,0.745853973520621,51
"92",92,1.0780818063805,53
"93",93,0.690983767201683,40
"94",94,0.0915203570763146,51
"95",95,0.547390985043833,53
"96",96,0.135996016620903,47
"97",97,0.599070027192027,47
"98",98,2.52576116013119,51
"99",99,0.942995490949589,53
"100",100,0.72754121141903,54
