"","Col1","Col2","Col3"
"1",1,0.314056466638134,74
"2",2,0.719637724396135,79
"3",3,0.992991802044741,73
"4",4,0.327293843858993,80
"5",5,0.09361776434836,75
"6",6,0.710430006989336,82
"7",7,0.115492932369651,73
"8",8,0.286612609877927,75
"9",9,1.44977215130437,73
"10",10,0.341137166344183,79
"11",11,0.664629186135832,71
"12",12,0.0915551012578915,69
"13",13,0.787361463000379,77
"14",14,1.12114296196049,70
"15",15,0.566646370356493,72
"16",16,1.20516761717481,77
"17",17,1.27115579129197,66
"18",18,0.442146837885833,77
"19",19,0.615739786603815,66
"20",20,1.64427907012232,76
"21",21,1.67014022591067,82
"22",22,0.196277459267396,77
"23",23,0.936357850941083,66
"24",24,0.193231535158531,76
"25",25,0.517089454974041,72
"26",26,0.703538139847452,66
"27",27,0.246200783171941,75
"28",28,0.234511331342954,78
"29",29,1.46866861675467,79
"30",30,0.536643711517962,73
"31",31,0.289179157076691,82
"32",32,1.35303814856873,63
"33",33,0.401797592093725,75
"34",34,2.04884014466192,72
"35",35,0.924029293170695,71
"36",36,1.26702125636868,69
"37",37,0.326637570217212,78
"38",38,2.1492397601136,69
"39",39,0.494781352990398,75
"40",40,2.89896695724578,76
"41",41,0.745193770837596,71
"42",42,0.142285950385313,68
"43",43,0.522873156191288,77
"44",44,0.197888981999903,74
"45",45,0.873531903114037,82
"46",46,1.02691477469241,77
"47",47,0.243831077302717,71
"48",48,0.293676404750936,73
"49",49,0.0578870588092011,81
"50",50,1.26079525213546,79
"51",51,0.193757410048459,74
"52",52,1.40773870883515,76
"53",53,0.497295286859157,74
"54",54,0.0609777561110396,82
"55",55,0.895741631293694,74
"56",56,0.0882331908447568,74
"57",57,0.0479898358054507,82
"58",58,0.588483250369073,72
"59",59,1.54600955581601,78
"60",60,0.810588358060024,76
"61",61,0.680781835521671,72
"62",62,0.0687185580222056,77
"63",63,1.08864988668116,78
"64",64,0.470148349513205,72
"65",65,0.110596099399738,76
"66",66,2.13676747272169,69
"67",67,0.773091623790046,79
"68",68,1.03892104331365,69
"69",69,0.584898810787484,73
"70",70,0.91109294907612,81
"71",71,0.401239092866015,76
"72",72,0.663120206029749,78
"73",73,0.699223688170071,72
"74",74,1.07920611494795,79
"75",75,0.229638278641035,73
"76",76,0.0737971576252645,82
"77",77,0.316910806847561,67
"78",78,0.591583869746802,74
"79",79,0.0511072075074022,76
"80",80,1.21181267019877,75
"81",81,0.312283084358682,69
"82",82,1.55318164709177,77
"83",83,0.714222988428261,69
"84",84,0.740829777505997,77
"85",85,0.080412378527491,68
"86",86,0.194694672926104,74
"87",87,1.66013178663154,80
"88",88,0.190308133994847,69
"89",89,1.80281123491451,69
"90",90,0.115313276197399,76
"91",91,0.203388788437691,78
"92",92,1.88872159984524,70
"93",93,0.123398960648221,70
"94",94,0.952830929306268,78
"95",95,0.852701836369009,80
"96",96,1.46930034394416,77
"97",97,1.44328266198582,71
"98",98,1.02599117093636,85
"99",99,1.48282164495142,78
"100",100,1.63635325858057,79
